----------------------------969969099448951372522494
Content-Disposition: form-data; name="file"; filename="RawData.csv"
Content-Type: text/csv

"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.583985428E0,1.086606979E0,-1.556972980E0,-5.226989985E-1,1.969287646E0
1.588998351E0,1.034791946E0,-1.621358991E0,-3.873969913E-1,1.962059066E0
1.594011053E0,1.010859966E0,-1.657714963E0,-2.250439972E-1,1.954610337E0
1.599023976E0,1.000957012E0,-1.679813027E0,-9.008099884E-2,1.957498744E0
1.604036808E0,9.639139771E-1,-1.728988051E0,1.129480004E-1,1.982747359E0
1.609049500E0,9.269379973E-1,-1.791805983E0,2.887470126E-1,2.037929726E0
1.614062429E0,9.035590291E-1,-1.855214953E0,3.965829909E-1,2.101313758E0
1.619075352E0,9.207919836E-1,-1.892169952E0,4.501250088E-1,2.151924146E0
1.624088193E0,9.510750175E-1,-1.916636944E0,4.903149903E-1,2.195096730E0
1.629101193E0,9.673079848E-1,-1.901361942E0,5.035250187E-1,2.191894025E0
1.634114058E0,1.010396004E0,-1.859827995E0,4.488619864E-1,2.163639836E0
1.639126751E0,1.025653958E0,-1.832738996E0,3.262929916E-1,2.125409463E0
1.644139660E0,1.053853035E0,-1.833446026E0,1.902389973E-1,2.123280816E0
1.649152506E0,1.067922950E0,-1.847869992E0,5.421200022E-2,2.134952429E0
1.654165424E0,1.067746043E0,-1.862213969E0,-6.820300221E-2,2.147690418E0
1.659178347E0,1.067077041E0,-1.848948956E0,-1.770759970E-1,2.142106804E0
1.664191039E0,1.052497029E0,-1.835085034E0,-2.452220023E-1,2.129652768E0
1.669203886E0,1.010594964E0,-1.806815982E0,-3.271659911E-1,2.095930285E0
1.674216823E0,9.001219869E-1,-1.764067054E0,-3.411949873E-1,2.009618417E0
1.679229746E0,8.714460135E-1,-1.815729022E0,-3.009560108E-1,2.036385169E0
1.684242448E0,8.705300093E-1,-1.784695029E0,-3.018040061E-1,2.008493092E0
1.689255602E0,8.292449713E-1,-1.739050031E0,-2.892610133E-1,1.948233601E0
1.694268280E0,7.744929790E-1,-1.747004032E0,-2.224330008E-1,1.923886406E0
1.699281203E0,7.064539790E-1,-1.754120946E0,-1.421770006E-1,1.896373333E0
1.704294064E0,6.659129858E-1,-1.733561993E0,-6.201399863E-2,1.858096613E0
1.709306756E0,5.981709957E-1,-1.671715975E0,-9.184000082E-3,1.775535746E0
1.714319693E0,5.304269791E-1,-1.623393059E0,9.811200202E-2,1.710667638E0
1.719332616E0,4.898099899E-1,-1.588690996E0,1.917970031E-1,1.673510979E0
1.724345471E0,4.626080096E-1,-1.527258992E0,2.719820142E-1,1.618795977E0
1.729358163E0,4.353849888E-1,-1.493499041E0,2.977859974E-1,1.583911605E0
1.734371097E0,4.081330001E-1,-1.460420012E0,2.692640126E-1,1.540098136E0
1.739384020E0,3.672049940E-1,-1.414325953E0,1.863960028E-1,1.473058341E0
1.744396847E0,3.125329912E-1,-1.328050971E0,1.445419937E-1,1.371965247E0
1.749409847E0,2.715899944E-1,-1.255952954E0,7.557100058E-2,1.287202363E0
1.754422462E0,2.581610084E-1,-1.184368968E0,2.032900043E-2,1.212349053E0
1.759435385E0,2.587539852E-1,-1.113073945E0,-6.209300086E-2,1.144439938E0
1.764448346E0,3.005360067E-1,-1.041967034E0,-1.580989957E-1,1.095907151E0
1.769461193E0,3.288500011E-1,-9.571769834E-1,-2.405000031E-1,1.040274172E0
1.774474116E0,3.028050065E-1,-9.131010175E-1,-2.956910133E-1,1.006418161E0
1.779487039E0,3.038559854E-1,-8.960790038E-1,-3.781610131E-1,1.018966041E0
1.784499721E0,2.772449851E-1,-8.244320154E-1,-4.061729908E-1,9.599632432E-1
1.789512567E0,2.774060071E-1,-7.661709785E-1,-4.206080139E-1,9.169968170E-1
1.794525461E0,3.044509888E-1,-7.213169932E-1,-4.487040043E-1,9.023989654E-1
1.799538154E0,3.175840080E-1,-6.761220098E-1,-4.496259987E-1,8.718739089E-1
1.804551087E0,3.577699959E-1,-6.305530071E-1,-4.370029867E-1,8.465034407E-1
1.809564010E0,4.115430117E-1,-5.980629921E-1,-3.700119853E-1,8.148348681E-1
1.814576865E0,4.381150007E-1,-5.785819888E-1,-3.031469882E-1,7.865112638E-1
1.819589557E0,4.646899998E-1,-5.720919967E-1,-2.091719955E-1,7.661455294E-1
1.824602702E0,5.049430132E-1,-5.788570046E-1,-1.016490012E-1,7.748389496E-1
1.829615394E0,4.907220006E-1,-5.854309797E-1,5.838000216E-3,7.639185795E-1
1.834628290E0,5.037289858E-1,-5.646960139E-1,9.969600290E-2,7.632586536E-1
1.839641213E0,5.167750120E-1,-5.440620184E-1,2.072010040E-1,7.784549756E-1
1.844654040E0,5.163260102E-1,-5.239480138E-1,2.875779867E-1,7.898197063E-1
1.849666963E0,4.887239933E-1,-5.316039920E-1,3.544459939E-1,8.044165019E-1
1.854679664E0,4.611020088E-1,-5.536659956E-1,3.806209862E-1,8.148824654E-1
1.859692587E0,4.607680142E-1,-5.491089821E-1,3.933059871E-1,8.176291559E-1
1.864705434E0,4.740670025E-1,-5.454069972E-1,3.653070033E-1,8.097268194E-1
1.869718352E0,4.736410081E-1,-5.424720049E-1,3.102279902E-1,7.841256829E-1
1.874731044E0,4.595730007E-1,-5.536469817E-1,2.552500069E-1,7.634689839E-1
1.879743876E0,4.591189921E-1,-5.651659966E-1,2.003439963E-1,7.552089574E-1
1.884756876E0,4.723950028E-1,-5.495709777E-1,1.454630047E-1,7.391513945E-1
1.889769708E0,4.584920108E-1,-5.475360155E-1,1.314300001E-1,7.261435514E-1
1.894782631E0,4.313159883E-1,-5.180670023E-1,1.582150012E-1,6.924296984E-1
1.899795563E0,4.320459962E-1,-5.018529892E-1,1.576759964E-1,6.807215917E-1
1.904808256E0,4.295780063E-1,-4.785319865E-1,8.255200088E-2,6.483401564E-1
1.909821102E0,3.321909904E-1,-4.993889928E-1,1.766539961E-1,6.252574307E-1
1.914834044E0,2.785240114E-1,-4.687770009E-1,2.032099962E-1,5.819121962E-1
1.919846736E0,2.524400055E-1,-4.385260046E-1,2.434539944E-1,5.615165718E-1
1.924859659E0,2.500750124E-1,-3.412680030E-1,2.652249932E-1,4.993452300E-1
1.929872583E0,2.088910043E-1,-2.819170058E-1,2.506600022E-1,4.312111856E-1
1.934885429E0,1.827089936E-1,-2.798930109E-1,2.366259992E-1,4.095296538E-1
1.939898352E0,1.837140024E-1,-2.785019875E-1,2.090959996E-1,3.937452587E-1
1.944911275E0,1.851799935E-1,-2.323119938E-1,1.647920012E-1,3.397306229E-1
1.949923967E0,2.387419939E-1,-1.889829934E-1,8.261299878E-2,3.154951965E-1
1.954936905E0,2.523159981E-1,-1.475840062E-1,5.527000129E-2,2.974881087E-1
1.959949828E0,2.932440042E-1,-1.065130010E-1,7.469999837E-4,3.119897810E-1
1.964962707E0,2.864980102E-1,-6.192699820E-2,-5.403900146E-2,2.980541505E-1
1.969975630E0,3.126429915E-1,-3.407099843E-2,-1.222350001E-1,3.374134976E-1
1.974988313E0,3.411659896E-1,-1.978199929E-2,-1.768720001E-1,3.847976928E-1
1.980001159E0,3.570039868E-1,8.690999821E-3,-2.180169970E-1,4.184002761E-1
1.985014068E0,3.474819958E-1,6.761000026E-3,-2.716160119E-1,4.410948950E-1
1.990026991E0,4.162510037E-1,9.766999632E-3,-2.994480133E-1,5.128639245E-1
1.995039684E0,4.739570022E-1,8.900000248E-4,-2.595680058E-1,5.403809597E-1
2.000052607E0,5.184419751E-1,-3.380500153E-2,-1.791020036E-1,5.495474387E-1
2.005065471E0,4.868229926E-1,-8.918300271E-2,-7.178600132E-2,5.001034533E-1
2.010078394E0,5.005279779E-1,-1.891839951E-1,7.634600252E-2,5.405067556E-1
2.015091317E0,5.036759973E-1,-2.890959978E-1,2.380139977E-1,6.276278111E-1
2.020104240E0,5.068899989E-1,-3.617089987E-1,3.996790051E-1,7.399420098E-1
2.025116937E0,5.370919704E-1,-4.076629877E-1,5.614680052E-1,8.774412898E-1
2.030129861E0,5.532870293E-1,-4.407030046E-1,6.689239740E-1,9.735527505E-1
2.035142693E0,5.553190112E-1,-4.612070024E-1,7.902179956E-1,1.070296961E0
2.040155385E0,5.296649933E-1,-4.831359982E-1,8.845499754E-1,1.138593016E0
2.045168331E0,4.628230035E-1,-4.660969973E-1,8.975149989E-1,1.112198146E0
2.050181254E0,4.230029881E-1,-4.234589934E-1,8.699259758E-1,1.055945193E0
2.055194105E0,3.966220021E-1,-3.959420025E-1,7.745119929E-1,9.560062286E-1
2.060207028E0,3.972269893E-1,-3.426679969E-1,6.521350145E-1,8.369532330E-1
2.065219716E0,3.601430058E-1,-2.793990076E-1,5.260779858E-1,6.960781832E-1
2.070232562E0,3.714140058E-1,-2.258789986E-1,4.037300050E-1,5.932685755E-1
2.075245485E0,3.986290097E-1,-2.162510008E-1,2.818669975E-1,5.339649679E-1
2.080258408E0,3.309589922E-1,-1.529410034E-1,1.192779988E-1,3.836040225E-1
2.085271100E0,3.182219863E-1,-1.035749987E-1,-4.326099902E-2,3.374381824E-1
2.090284222E0,2.921850085E-1,-4.066099972E-2,-2.330330014E-1,3.759385267E-1
2.095296915E0,2.525640130E-1,3.618799895E-2,-3.683820069E-1,4.481109851E-1
2.100309819E0,2.266229987E-1,7.276300341E-2,-4.629719853E-1,5.205722788E-1
2.105322665E0,2.142349929E-1,9.666000307E-2,-5.304939747E-1,5.802272361E-1
2.110335588E0,1.879439950E-1,1.078170016E-1,-5.709270239E-1,6.106595760E-1
2.115348264E0,1.474840045E-1,9.265600145E-2,-5.706539750E-1,5.966427955E-1
2.120361187E0,1.335570067E-1,6.464800239E-2,-5.432649851E-1,5.631639923E-1
2.125374024E0,1.459950060E-1,6.454700232E-2,-4.614939988E-1,4.883211732E-1
2.130386947E0,1.712660044E-1,7.839699835E-2,-3.661420047E-1,4.117500471E-1
2.135399625E0,1.688780040E-1,6.518399715E-2,-2.844319940E-1,3.371502527E-1
2.140412548E0,1.933600008E-1,6.566300243E-2,-2.299669981E-1,3.075459966E-1
2.145425394E0,2.312709987E-1,3.899800032E-2,-1.618919969E-1,2.849844514E-1
2.150438394E0,2.554480135E-1,1.235300023E-2,-6.657599658E-2,2.642700277E-1
2.155451235E0,2.932719886E-1,-7.590000168E-4,-1.210399996E-2,2.935226434E-1
2.160464158E0,3.720049858E-1,-2.960000129E-4,1.513299998E-2,3.723127781E-1
2.165476856E0,3.955630064E-1,-2.467600070E-2,5.637900159E-2,4.003218566E-1
2.170489779E0,4.716500044E-1,-3.785699978E-2,9.733500332E-2,4.830745097E-1
2.175502635E0,5.367829800E-1,-5.150900036E-2,1.519169956E-1,5.602391617E-1
2.180515558E0,6.026620269E-1,-6.545499712E-2,1.656669974E-1,6.284357002E-1
2.185528264E0,6.256740093E-1,-3.388600051E-2,1.936710030E-1,6.558389165E-1
2.190541188E0,6.880840063E-1,-3.440300003E-2,2.075970024E-1,7.195412994E-1
2.195554111E0,7.275220156E-1,-3.583500162E-2,1.670520008E-1,7.473143926E-1
2.200566957E0,7.131170034E-1,-3.765900061E-2,1.537950039E-1,7.304840615E-1
2.205579885E0,7.262430191E-1,-3.968999907E-2,1.133249998E-1,7.361024211E-1
2.210592808E0,7.394620180E-1,-4.190199822E-2,8.650700003E-2,7.456831194E-1
2.215605408E0,7.389940023E-1,-4.413599893E-2,5.969399959E-2,7.427136026E-1
2.220618408E0,7.657420039E-1,-5.992799997E-2,3.287199885E-2,7.687865439E-1
2.225631255E0,7.789480090E-1,-3.453499824E-2,1.960800029E-2,7.799597044E-1
2.230643947E0,8.331609964E-1,-8.818999864E-3,-7.340999786E-3,8.332400081E-1
2.235657096E0,8.466699719E-1,-9.996999986E-3,6.500000134E-3,8.467539379E-1
2.240669788E0,8.331609964E-1,-1.070300024E-2,4.748899862E-2,8.345819344E-1
2.245682634E0,7.278479934E-1,3.632999957E-3,7.665800303E-2,7.318827431E-1
2.250695557E0,6.685519814E-1,1.724600047E-2,1.313509941E-1,6.815513628E-1
2.255708270E0,5.865679979E-1,3.068099916E-2,1.994979978E-1,6.203247464E-1
2.260721193E0,5.187829733E-1,7.114399970E-2,2.812789977E-1,5.944031600E-1
2.265734063E0,4.231739938E-1,1.211659983E-1,3.378280103E-1,5.548740332E-1
2.270747063E0,3.664140105E-1,1.603229940E-1,3.927319944E-1,5.605364475E-1
2.275759909E0,2.850739956E-1,1.992910057E-1,4.066849947E-1,5.351418250E-1
2.280772832E0,1.903569996E-1,2.513389885E-1,4.343490005E-1,5.367179228E-1
2.285785514E0,1.293729991E-1,2.890459895E-1,4.241710007E-1,5.293448732E-1
2.290798438E0,1.024219990E-1,3.520930111E-1,4.251079857E-1,5.614058727E-1
2.295811366E0,9.013999999E-2,4.158029854E-1,3.986319900E-1,5.830307073E-1
2.300824212E0,1.600929946E-1,4.382520020E-1,4.130719900E-1,6.231557214E-1
2.305836904E0,1.151520014E-1,5.249819756E-1,3.111599982E-1,6.210367159E-1
2.310849827E0,3.569199890E-2,5.845699906E-1,2.718409896E-1,6.456729175E-1
2.315862697E0,-4.287699983E-2,6.331710219E-1,1.911139935E-1,6.627733690E-1
2.320875620E0,-1.077430025E-1,6.546880007E-1,1.239779964E-1,6.749781303E-1
2.325888289E0,-1.456470042E-1,7.172899842E-1,4.319500178E-2,7.332010498E-1
2.330901212E0,-1.566579938E-1,7.390930057E-1,4.414200038E-2,7.568016347E-1
2.335914111E0,-1.543619931E-1,7.609949708E-1,4.508800060E-2,7.778006803E-1
2.340926957E0,-1.387130022E-1,7.965720296E-1,4.603699967E-2,8.098689404E-1
2.345939971E0,-1.232390031E-1,8.595049977E-1,4.697699845E-2,8.695651392E-1
2.350952587E0,-9.441799670E-2,8.678690195E-1,4.794799909E-2,8.743056695E-1
2.355965740E0,-6.583700329E-2,8.490809798E-1,4.891699925E-2,8.530333488E-1
2.360978433E0,-3.758199885E-2,8.167780042E-1,4.988199845E-2,8.191623334E-1
2.365991365E0,1.756599918E-2,8.120729923E-1,6.441400200E-2,8.148130294E-1
2.371004211E0,9.961900115E-2,8.213040233E-1,1.197609976E-1,8.359467331E-1
2.376017139E0,1.542340070E-1,8.036580086E-1,1.886679977E-1,8.397916033E-1
2.381029831E0,2.222200036E-1,7.590889931E-1,3.120029867E-1,8.502609559E-1
2.386042693E0,2.765069902E-1,7.281299829E-1,4.081049860E-1,8.793060146E-1
2.391055616E0,2.900159955E-1,7.105609775E-1,5.178719759E-1,9.258496442E-1
2.396068553E0,3.036609888E-1,6.926079988E-1,5.868520141E-1,9.572414129E-1
2.401081245E0,3.310410082E-1,6.878629923E-1,6.422920227E-1,9.976385557E-1
2.406094168E0,3.447450101E-1,6.826729774E-1,6.161050200E-1,9.820778543E-1
2.411106999E0,3.579800129E-1,6.772090197E-1,6.036189795E-1,9.752525920E-1
2.416119922E0,3.707340062E-1,6.441469789E-1,6.593340039E-1,9.935242133E-1
2.421132845E0,3.696419895E-1,6.104360223E-1,7.424370050E-1,1.029796118E0
2.426145784E0,3.824050128E-1,5.759450197E-1,7.984529734E-1,1.056159747E0
2.431158707E0,3.956040144E-1,5.403490067E-1,7.865849733E-1,1.033051550E0
2.436171384E0,4.227359891E-1,5.172129869E-1,7.477099895E-1,1.002639127E0
2.441184230E0,4.365549982E-1,5.203030109E-1,6.954249740E-1,9.720655246E-1
2.446197153E0,4.119560122E-1,5.123090148E-1,6.359379888E-1,9.146504295E-1
2.451209846E0,3.693389893E-1,5.519469976E-1,4.893839955E-1,8.249566487E-1
2.456222769E0,2.883360088E-1,5.659210086E-1,3.560140133E-1,7.281141529E-1
2.461235630E0,1.804250032E-1,5.253520012E-1,2.226600051E-1,5.984357817E-1
2.466248553E0,9.407000244E-2,4.310820103E-1,1.090760008E-1,4.545090086E-1
2.471261245E0,8.112899959E-2,3.616180122E-1,-1.018999983E-2,3.707469992E-1
2.476274394E0,2.763500065E-2,3.363200128E-1,-4.847100005E-2,3.409168258E-1
2.481287086E0,-1.257499959E-2,3.263849914E-1,-5.987500027E-2,3.320697350E-1
2.486299990E0,-6.691599637E-2,2.902480066E-1,-4.424099997E-2,3.011294107E-1
2.491312837E0,-1.216749996E-1,2.414789945E-1,2.567699924E-2,2.716177803E-1
2.496325765E0,-1.632229984E-1,1.526580006E-1,6.819800287E-2,2.336603945E-1
2.501338457E0,-1.913439929E-1,1.056400016E-1,1.105159968E-1,2.449206384E-1
2.506351380E0,-1.920270026E-1,7.018200308E-2,1.254110038E-1,2.398495427E-1
2.511364245E0,-2.189799994E-1,3.830699995E-2,1.264680028E-1,2.557612600E-1
2.516377168E0,-2.744129896E-1,-1.911499910E-2,1.271950006E-1,3.030617763E-1
2.521390115E0,-2.754920125E-1,-1.427170038E-1,1.547230035E-1,3.467033313E-1
2.526402808E0,-2.627840042E-1,-3.187170029E-1,2.498620003E-1,4.827701109E-1
2.531415731E0,-1.816319972E-1,-4.922069907E-1,3.035430014E-1,6.061322115E-1
2.536428654E0,-4.584399983E-2,-6.629379988E-1,4.110620022E-1,7.813836652E-1
2.541441481E0,1.169319972E-1,-8.447610140E-1,6.269789934E-1,1.058488035E0
2.546454404E0,2.387750000E-1,-1.010681987E0,9.649699926E-1,1.417624303E0
2.551467341E0,3.474330008E-1,-1.107074976E0,1.316249967E0,1.754661981E0
2.556480034E0,4.022299945E-1,-1.230021954E0,1.626502037E0,2.078521554E0
2.561492957E0,4.305669963E-1,-1.380936980E0,1.896039009E0,2.384814208E0
2.566505803E0,4.460720122E-1,-1.533311009E0,2.138639927E0,2.669045453E0
2.571518495E0,4.353800118E-1,-1.647304058E0,2.340893984E0,2.895332633E0
2.576531418E0,3.851259947E-1,-1.737236023E0,2.421217918E0,3.004764091E0
2.581544341E0,3.225820065E-1,-1.790359020E0,2.352559090E0,2.973882789E0
2.586557174E0,2.750220001E-1,-1.833866954E0,2.121283054E0,2.817542706E0
2.591570097E0,2.284680009E-1,-1.867794037E0,1.754662037E0,2.572876028E0
2.596582793E0,1.826660037E-1,-1.891649961E0,1.307090998E0,2.306554426E0
2.601595716E0,1.234129965E-1,-1.877256036E0,8.328769803E-1,2.057426805E0
2.606608562E0,7.805100083E-2,-1.864650965E0,3.318420053E-1,1.895556461E0
2.611621461E0,3.253899887E-2,-1.852715969E0,-1.417600065E-1,1.858416301E0
2.616634384E0,-1.347399969E-2,-1.813420057E0,-5.336149931E-1,1.890348860E0
2.621647307E0,-7.425899804E-2,-1.786576986E0,-8.439400196E-1,1.977272486E0
2.626660000E0,-1.225069985E-1,-1.744753003E0,-1.086410999E0,2.058994868E0
2.631672938E0,-1.858370006E-1,-1.701341033E0,-1.247455001E0,2.117838681E0
2.636685784E0,-2.505599856E-1,-1.670045972E0,-1.327062011E0,2.147772668E0
2.641698702E0,-3.166159987E-1,-1.623299003E0,-1.352558970E0,2.136530157E0
2.646711394E0,-3.562139869E-1,-1.588688016E0,-1.378370047E0,2.133242134E0
2.651724300E0,-3.693139851E-1,-1.565994978E0,-1.390933037E0,2.126835161E0
2.656737146E0,-4.239749908E-1,-1.555297971E0,-1.376611948E0,2.119850708E0
2.661750073E0,-4.793809950E-1,-1.556460977E0,-1.253718019E0,2.055282409E0
2.666762765E0,-4.805209935E-1,-1.569700003E0,-1.144804001E0,2.001358220E0
2.671775900E0,-5.226960182E-1,-1.635867000E0,-1.077111959E0,2.027175903E0
2.676788515E0,-6.196460128E-1,-1.700363994E0,-9.553229809E-1,2.046421484E0
2.681801520E0,-7.032520175E-1,-1.763188958E0,-8.066759706E-1,2.062552987E0
2.686814367E0,-7.190870047E-1,-1.837852955E0,-6.311910152E-1,2.072001859E0
2.691827266E0,-7.078340054E-1,-1.897174001E0,-4.152379930E-1,2.067056061E0
2.696839958E0,-6.557180285E-1,-1.981940985E0,-1.996960044E-1,2.097125341E0
2.701852876E0,-5.761820078E-1,-2.024496078E0,5.640000105E-2,2.105647415E0
2.706865722E0,-4.962700009E-1,-2.065951109E0,2.986229956E-1,2.145603317E0
2.711878664E0,-4.566299915E-1,-2.120366096E0,5.134509802E-1,2.228922440E0
2.716891587E0,-4.299480021E-1,-2.174544096E0,7.009779811E-1,2.324837078E0
2.721904270E0,-4.572120011E-1,-2.242966890E0,8.614060283E-1,2.445805313E0
2.726917193E0,-4.702019989E-1,-2.298625946E0,9.811589718E-1,2.543117002E0
2.731930039E0,-4.823319912E-1,-2.314579964E0,1.087533951E0,2.602432449E0
2.736942962E0,-4.795449972E-1,-2.304507017E0,1.139660954E0,2.615252012E0
2.741955881E0,-4.618529975E-1,-2.227794886E0,1.083112001E0,2.519823377E0
2.746968573E0,-4.839929938E-1,-2.179397106E0,9.995300174E-1,2.446033773E0
2.751981516E0,-5.189859867E-1,-2.159250975E0,9.161509871E-1,2.402299702E0
2.756994439E0,-5.397639871E-1,-2.153660059E0,8.057219982E-1,2.361945120E0
2.762007309E0,-5.604950190E-1,-2.121762037E0,6.410229802E-1,2.286250045E0
2.767020001E0,-5.405550003E-1,-2.090373993E0,4.764490128E-1,2.211078199E0
2.772032928E0,-4.940730035E-1,-2.032092094E0,2.983590066E-1,2.112468819E0
2.777045851E0,-4.484679997E-1,-1.960113049E0,1.475290060E-1,2.016167532E0
2.782058693E0,-3.630770147E-1,-1.860468984E0,-1.697300002E-2,1.895641802E0
2.787071617E0,-2.650989890E-1,-1.746454954E0,-1.543589979E-1,1.773191778E0
2.792084308E0,-1.817719936E-1,-1.699612021E0,-2.238070071E-1,1.723894329E0
2.797097231E0,-9.944999963E-2,-1.651715994E0,-2.389619946E-1,1.671872861E0
2.802110150E0,-4.478000104E-3,-1.616552949E0,-2.542699873E-1,1.636434146E0
2.807122996E0,1.168129966E-1,-1.580422044E0,-2.425059974E-1,1.603180673E0
2.812136019E0,2.099130005E-1,-1.529943943E0,-1.763750017E-1,1.554316595E0
2.817148865E0,3.020330071E-1,-1.478935957E0,-1.239330024E-1,1.514541149E0
2.822161568E0,3.795779943E-1,-1.414317012E0,-9.868299961E-2,1.467688795E0
2.827174491E0,4.558829963E-1,-1.336078048E0,-3.251599893E-2,1.412087514E0
2.832187341E0,5.587239861E-1,-1.285411000E0,3.375700116E-2,1.401996244E0
2.837200033E0,6.475099921E-1,-1.235244036E0,4.568300024E-2,1.395415334E0
2.842212952E0,6.818199754E-1,-1.186025977E0,5.781900138E-2,1.369262259E0
2.847225875E0,7.299759984E-1,-1.123932004E0,7.011000067E-2,1.342014724E0
2.852238731E0,7.787449956E-1,-1.062664986E0,4.169600084E-2,1.318119568E0
2.857251654E0,7.871840000E-1,-9.884610176E-1,-1.383099984E-2,1.263687117E0
2.862264341E0,7.689290047E-1,-9.424149990E-1,-8.280699700E-2,1.219120520E0
2.867277264E0,6.962720156E-1,-8.563420177E-1,-1.652330011E-1,1.115983116E0
2.872290105E0,5.961700082E-1,-7.575770020E-1,-2.338380069E-1,9.919787327E-1
2.877303105E0,4.958510101E-1,-6.596189737E-1,-3.431290090E-1,8.937018135E-1
2.882315937E0,4.362069964E-1,-5.353130102E-1,-4.794690013E-1,8.406706167E-1
2.887328861E0,3.760910034E-1,-4.116210043E-1,-6.429039836E-1,8.510004854E-1
2.892341567E0,3.155109882E-1,-3.430269957E-1,-7.789509892E-1,9.077330814E-1
2.897354490E0,2.411019951E-1,-2.883889973E-1,-9.012969732E-1,9.765421751E-1
2.902367312E0,1.396459937E-1,-2.473140061E-1,-1.050899982E0,1.088602772E0
2.907380235E0,6.564600021E-2,-2.056169957E-1,-1.173392057E0,1.193078651E0
2.912392915E0,5.768000148E-3,-1.900669932E-1,-1.255262017E0,1.269583185E0
2.917405838E0,-8.068100363E-2,-1.593250036E-1,-1.296614051E0,1.308855178E0
2.922418650E0,-1.798039973E-1,-1.675599962E-1,-1.283903003E0,1.307215648E0
2.927431573E0,-3.054539859E-1,-1.870220006E-1,-1.230836034E0,1.281887947E0
2.932444260E0,-4.169799984E-1,-2.175849974E-1,-1.082944036E0,1.180670714E0
2.937457414E0,-4.738819897E-1,-2.318920046E-1,-8.947029710E-1,1.038668113E0
2.942470101E0,-5.716369748E-1,-2.850010097E-1,-6.387460232E-1,9.033221400E-1
2.947483024E0,-6.423529983E-1,-3.769840002E-1,-3.558979928E-1,8.254681654E-1
2.952495933E0,-7.404050231E-1,-4.811300039E-1,-3.243299946E-2,8.835935595E-1
2.957508779E0,-8.245959878E-1,-5.840960145E-1,3.180750012E-1,1.059385862E0
2.962521707E0,-8.808199763E-1,-6.051099896E-1,6.413069963E-1,1.246305177E0
2.967534399E0,-9.226459861E-1,-6.257699728E-1,9.236180186E-1,1.447734064E0
2.972547317E0,-9.498869777E-1,-6.738139987E-1,1.178712010E0,1.657007115E0
2.977560163E0,-1.003337979E0,-7.493720055E-1,1.365749002E0,1.852974862E0
2.982573081E0,-1.042139053E0,-8.261860013E-1,1.512141943E0,2.013755291E0
2.987585774E0,-1.039134026E0,-8.629410267E-1,1.658668995E0,2.139076804E0
2.992598707E0,-1.007856965E0,-8.871719837E-1,1.764513969E0,2.217286481E0
2.997611630E0,-9.755610228E-1,-8.852720261E-1,1.829674959E0,2.254581186E0
3.002624490E0,-9.426630139E-1,-8.715879917E-1,1.827051044E0,2.233023668E0
3.007637413E0,-9.231050014E-1,-8.593689799E-1,1.742967010E0,2.151411603E0
3.012650336E0,-8.901839852E-1,-8.486009836E-1,1.659158945E0,2.065274694E0
3.017663029E0,-8.442469835E-1,-8.117470145E-1,1.561967969E0,1.952288432E0
3.022675952E0,-7.723029852E-1,-7.626709938E-1,1.410595059E0,1.779858805E0
3.027688774E0,-7.020140290E-1,-7.418869734E-1,1.286718011E0,1.642821724E0
3.032701697E0,-6.065620184E-1,-6.949390173E-1,1.176736951E0,1.495181451E0
3.037714389E0,-4.586020112E-1,-6.215400100E-1,1.080595970E0,1.328275363E0
3.042727312E0,-3.532739878E-1,-5.493199825E-1,9.983500242E-1,1.193003657E0
3.047740240E0,-2.630450130E-1,-5.054659843E-1,9.163569808E-1,1.079073054E0
3.052753087E0,-2.011869997E-1,-4.901719987E-1,8.073959947E-1,9.657293044E-1
3.057766058E0,-1.264660060E-1,-4.624829888E-1,6.986749768E-1,8.473670332E-1
3.062778673E0,-5.192599818E-2,-4.087190032E-1,5.356780291E-1,6.757947053E-1
3.067791615E0,2.217599936E-2,-3.421700001E-1,4.000859857E-1,5.269163879E-1
3.072804538E0,1.644549966E-1,-3.034490049E-1,2.918339968E-1,4.519887456E-1
3.077817384E0,2.662689984E-1,-2.514680028E-1,1.291490048E-1,3.883488141E-1
3.082830307E0,3.413749933E-1,-1.997170001E-1,-3.351800144E-2,3.969221871E-1
3.087843231E0,3.759379983E-1,-1.480610073E-1,-1.553210020E-1,4.328695578E-1
3.092855943E0,3.970530033E-1,-1.100820005E-1,-2.771160007E-1,4.965505131E-1
3.097868789E0,3.773100078E-1,-8.561799675E-2,-3.989259899E-1,5.557294564E-1
3.102881683E0,3.574889898E-1,-4.727600142E-2,-5.207690001E-1,6.334301458E-1
3.107894375E0,3.237940073E-1,-2.237199992E-2,-6.017640233E-1,6.837126628E-1
